sentence,answer
"Kelly is the daughter of Lindsay , Amy is the daughter of Madison , Naomi is the daughter of Rebecca , and Aurora is the daughter of Chloe , So Lindsay is the parent of [MASK] .",Kelly
"Colin is the son of Chelsea , Derek is the son of Leo , Eva is the daughter of Georgia , and Lynn is the daughter of Leon , So Chelsea is the parent of [MASK] .",Colin
"Robert is the son of Marion , Evan is the son of Leah , Tyler is the son of Riley , and Karen is the daughter of Benjamin , So Marion is the parent of [MASK] .",Robert
"Carol is the daughter of Lucas , Bailey is the son of Hugh , Lee is the son of Jessica , and Indie is the daughter of Clare , So Lucas is the parent of [MASK] .",Carol
"Taylor is the son of Audrey , Ann is the daughter of Luke , Campbell is the son of Sam , and Lily is the daughter of Kara , So Audrey is the parent of [MASK] .",Taylor
"Brandon is the son of Scarlett , Harvey is the son of Harry , Lindsay is the daughter of Nova , and Michelle is the daughter of Robbie , So Scarlett is the parent of [MASK] .",Brandon
"Morgan is the son of Alexis , Stuart is the son of Luna , Charles is the son of Anna , and Amelia is the daughter of Rosa , So Alexis is the parent of [MASK] .",Morgan
"Gareth is the son of Hugh , Jordan is the son of Simon , Malcolm is the son of Matthew , and Maya is the daughter of Carolyn , So Hugh is the parent of [MASK] .",Gareth
"William is the son of Harley , Susan is the daughter of Kimberly , Holly is the daughter of Hazel , and Leon is the son of Garry , So Harley is the parent of [MASK] .",William
"Bella is the daughter of Ivy , Elise is the daughter of Emily , Louise is the daughter of Mark , and Emma is the daughter of Muhammad , So Ivy is the parent of [MASK] .",Bella
"Maya is the daughter of Linda , Ben is the son of Alan , Kathleen is the daughter of Lily , and Ellen is the daughter of Harley , So Linda is the parent of [MASK] .",Maya
"Kelly is the daughter of Freddie , Theodore is the son of Faith , Rosa is the daughter of Helen , and Kris is the son of Barbara , So Freddie is the parent of [MASK] .",Kelly
"Kelly is the daughter of Melanie , Barry is the son of Jamie , Rachel is the daughter of Sharon , and Amber is the daughter of Lewis , So Melanie is the parent of [MASK] .",Kelly
"Justin is the son of Taylor , Rebecca is the daughter of Lisa , Matthew is the son of Shelley , and Kai is the son of Malcolm , So Taylor is the parent of [MASK] .",Justin
"Kim is the daughter of Evan , Scarlett is the daughter of Sam , Freddie is the son of Caleb , and Nikki is the daughter of Bryan , So Evan is the parent of [MASK] .",Kim
"Brooke is the daughter of Anna , George is the son of Julia , Harper is the daughter of Alex , and Alice is the daughter of Ryan , So Anna is the parent of [MASK] .",Brooke
"Victoria is the daughter of Greg , Thomas is the son of Jamie , Jonathan is the son of Heather , and Carolyn is the daughter of Anne , So Greg is the parent of [MASK] .",Victoria
"Zoe is the daughter of Diane , Harvey is the son of Autumn , Simon is the son of Caleb , and Peter is the son of Naomi , So Diane is the parent of [MASK] .",Zoe
"Kai is the son of Angus , Willow is the daughter of Diane , Fiona is the daughter of Stacy , and Philip is the son of Theodore , So Angus is the parent of [MASK] .",Kai
"Rachel is the daughter of Kyle , Kris is the son of Harry , Katie is the daughter of Katherine , and Archie is the son of Conor , So Kyle is the parent of [MASK] .",Rachel
"Jake is the son of Kathryn , Raymond is the son of Adrian , Shelley is the daughter of Mia , and Tracy is the daughter of Oliver , So Kathryn is the parent of [MASK] .",Jake
"Marie is the daughter of Jude , Carrie is the daughter of Harrison , Frankie is the son of Jake , and Amanda is the daughter of Sonny , So Jude is the parent of [MASK] .",Marie
"Cooper is the son of Amanda , Jill is the daughter of Henry , Eve is the daughter of Faith , and Harper is the daughter of Carolyn , So Amanda is the parent of [MASK] .",Cooper
"Gavin is the son of Daisy , Morgan is the son of Leo , Hayden is the son of Julia , and Sarah is the daughter of Wayne , So Daisy is the parent of [MASK] .",Gavin
"Dominic is the son of Janet , Catherine is the daughter of Oliver , Kai is the son of Denise , and Mia is the daughter of Eve , So Janet is the parent of [MASK] .",Dominic
"Georgia is the daughter of Max , Scott is the son of Ruby , Alex is the son of Shaun , and Gavin is the son of Daryl , So Max is the parent of [MASK] .",Georgia
"Georgia is the daughter of Tommy , Nova is the daughter of Lena , Catherine is the daughter of Stacy , and Elliot is the son of Ellis , So Tommy is the parent of [MASK] .",Georgia
"Andrea is the daughter of Shannon , Katie is the daughter of Murray , Jill is the daughter of Conor , and Eden is the daughter of Luke , So Shannon is the parent of [MASK] .",Andrea
"Sandra is the daughter of Harley , Francis is the son of Harvey , Darren is the son of Wendy , and Bruce is the son of Ada , So Harley is the parent of [MASK] .",Sandra
"Campbell is the son of Elizabeth , Carolyn is the daughter of William , Luna is the daughter of Sophia , and Charlie is the son of Neil , So Elizabeth is the parent of [MASK] .",Campbell
"Adrian is the son of Anna , Harry is the son of Lauren , Samuel is the son of Carolyn , and Lee is the son of Norman , So Anna is the parent of [MASK] .",Adrian
"Denise is the daughter of Ronald , Nicholas is the son of Graham , Taylor is the son of George , and Maya is the daughter of Rachel , So Ronald is the parent of [MASK] .",Denise
"Janet is the daughter of Kerry , Lara is the daughter of Heather , Rosa is the daughter of Jane , and Morgan is the son of Brooke , So Kerry is the parent of [MASK] .",Janet
"Florence is the daughter of Kara , William is the son of Hunter , Leah is the daughter of Brian , and Autumn is the daughter of Philip , So Kara is the parent of [MASK] .",Florence
"Carolyn is the daughter of Ashley , Jason is the son of Stewart , Mason is the son of Sophia , and Blair is the son of Violet , So Ashley is the parent of [MASK] .",Carolyn
"Kyle is the son of Elise , Oliver is the son of Jason , Robbie is the son of Malcolm , and Paige is the daughter of Sonny , So Elise is the parent of [MASK] .",Kyle
"Jamie is the son of Susan , Cheryl is the daughter of Kevin , Lena is the daughter of Zac , and Garry is the son of Maria , So Susan is the parent of [MASK] .",Jamie
"Frances is the daughter of Melanie , Leon is the son of Blair , Kris is the son of Brooke , and Linda is the daughter of Gerard , So Melanie is the parent of [MASK] .",Frances
"Paul is the son of Edward , Bella is the daughter of Ben , Katrina is the daughter of Fraser , and Alan is the son of Gabriel , So Edward is the parent of [MASK] .",Paul
"James is the son of Ruth , Bonnie is the daughter of Ethan , Deborah is the daughter of Freddie , and Shannon is the daughter of Teddy , So Ruth is the parent of [MASK] .",James
"Garry is the son of Bailey , Katrina is the daughter of Eric , Amy is the daughter of Gerald , and Frances is the daughter of Robert , So Bailey is the parent of [MASK] .",Garry
"Eve is the daughter of Dale , David is the son of Evan , Florence is the daughter of Sophie , and Bruce is the son of Murray , So Dale is the parent of [MASK] .",Eve
"Nathan is the son of Sharon , Ross is the son of Jason , Justin is the son of Audrey , and Steven is the son of Katrina , So Sharon is the parent of [MASK] .",Nathan
"Sam is the son of Abby , Bella is the daughter of Luna , Charles is the son of Christine , and Valerie is the daughter of Jane , So Abby is the parent of [MASK] .",Sam
"Katrina is the daughter of Willow , Samuel is the son of Lisa , Heidi is the daughter of Ellie , and Gavin is the son of Dominic , So Willow is the parent of [MASK] .",Katrina
"Ellis is the son of Conor , Susan is the daughter of Angela , Sarah is the daughter of Brandon , and Luke is the son of Jessica , So Conor is the parent of [MASK] .",Ellis
"Jade is the daughter of Kate , Joe is the son of Patrick , Gerard is the son of Heather , and Ivy is the daughter of Maya , So Kate is the parent of [MASK] .",Jade
"Mason is the son of Adrian , Quinn is the daughter of Nina , Susan is the daughter of Rose , and Lois is the daughter of Daniel , So Adrian is the parent of [MASK] .",Mason
"Derek is the son of Jack , Stuart is the son of Campbell , Malcolm is the son of Nicholas , and Shaun is the son of Taylor , So Jack is the parent of [MASK] .",Derek
"Lara is the daughter of Morgan , Blair is the son of Mia , Nikki is the daughter of Alison , and Stephen is the son of Roy , So Morgan is the parent of [MASK] .",Lara
"Ian is the son of Emma , Ryan is the son of Violet , Tyler is the son of Sophia , and Leigh is the daughter of Joseph , So Emma is the parent of [MASK] .",Ian
"Keith is the son of Allan , Christopher is the son of Faith , Amber is the daughter of Brian , and Gerard is the son of Ada , So Allan is the parent of [MASK] .",Keith
"Kara is the daughter of Eleanor , Shirley is the daughter of Sandra , Carol is the daughter of Kathryn , and Natasha is the daughter of Shay , So Eleanor is the parent of [MASK] .",Kara
"Amanda is the daughter of Olivia , Elizabeth is the daughter of Naomi , Max is the son of Henry , and Cooper is the son of Harley , So Olivia is the parent of [MASK] .",Amanda
"Chloe is the daughter of Ian , Shaun is the son of Shelley , Blake is the son of Kevin , and Hope is the daughter of Nina , So Ian is the parent of [MASK] .",Chloe
"Mason is the son of Shaun , Wayne is the son of Leigh , Jill is the daughter of Justin , and Valerie is the daughter of Paige , So Shaun is the parent of [MASK] .",Mason
"Russell is the son of Kai , Jon is the son of Sean , Raymond is the son of Kathryn , and Amy is the daughter of Dylan , So Kai is the parent of [MASK] .",Russell
"Raymond is the son of Eden , Maya is the daughter of Owen , Lindsey is the daughter of Jordan , and Lee is the son of Rachel , So Eden is the parent of [MASK] .",Raymond
"Gareth is the son of Chelsea , Morgan is the son of Shelley , Elizabeth is the daughter of Amelia , and Zoe is the daughter of Cooper , So Chelsea is the parent of [MASK] .",Gareth
"Rosa is the daughter of Joey , Mark is the son of Ben , Ellie is the daughter of Douglas , and Kyle is the son of Amber , So Joey is the parent of [MASK] .",Rosa
